s_name,b_hours,county,address,rate,geo_loc,pic_url,gmaps_url,s_type,comm,area,create_time,update_time,spot_id
高雄市天文教育館,"
星期三 休息
星期四 09:30–11:30 13:30–15:30
星期五 休息
星期六 休息
星期日 休息
星期一 休息
星期二 09:30–11:30 13:30–15:30",高雄市,高雄市小港區平和南路300號,4.5,POINT(120.33777 22.56790),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mfCMHNoycQ1GGtpMDpjw7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=42.57931&pitch=0&thumbfov=100,https://www.google.com/maps/place/?q=place_id:ChIJrdZ6gSkDbjQR5X8ViohJuHc,室內,6.0,小港區,2025-05-07 03:50:30,2025-05-07 03:50:30,bd9418bd-7ad5-5cc5-b6c3-d9f54ed5654f
小林村紀念公園,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",高雄市,高雄市甲仙區,4.4,POINT(120.64019 23.15425),https://lh3.googleusercontent.com/p/AF1QipPKfbdNmIFj-B12F4BUUPBmF_SMvLZ4qiVExK8q=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJVVVVVUX2bjQRsfQOuYyx6ac,戶外,567.0,甲仙區,2025-05-07 03:50:30,2025-05-07 03:50:30,8aeb2af7-4871-569f-8009-56c7add0a2a2
岡山公園,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",高雄市,高雄市岡山區,4.3,POINT(120.29201 22.79702),https://lh3.googleusercontent.com/p/AF1QipPTnYqT1YfjDNIXSynYrgPpOWG2JMPtwcxT3qBv=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJf7JYISwMbjQRJs3Noc4ZAZU,戶外,2830.0,岡山區,2025-05-07 03:50:30,2025-05-07 03:50:30,a33fb409-9e3a-59c1-95e5-91a7e42b28a9
台灣滷味博物館,"
星期三 08:00–17:00
星期四 08:00–17:00
星期五 08:00–17:00
星期六 08:00–17:00
星期日 08:00–17:00
星期一 08:00–17:00
星期二 08:00–17:00",高雄市,高雄市岡山區本工西路29號,4.1,POINT(120.26736 22.81757),https://lh3.googleusercontent.com/p/AF1QipMc0SPnymaetH4EPTdK-LKm8nRDC9EhTC6evMnP=w408-h305-k-no,https://www.google.com/maps/place/?q=place_id:ChIJS5P1lWwMbjQRn7tLYecns_M,室內,4606.0,岡山區,2025-05-07 03:50:30,2025-05-07 03:50:30,1531ee8b-45ef-5a9e-822f-2a7632ed53b7
高雄市漁業文化館,,高雄市,高雄市前鎮區漁港中一路2號地下一樓,3.5,POINT(120.31676 22.57227),https://lh3.googleusercontent.com/p/AF1QipPxZTFfYNMGqtWwWa6brCZFErF-HHprfYlG6S4e=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ1aSUXh4DbjQRvSBtuNZK3LQ,室內,134.0,前鎮區,2025-05-07 03:50:30,2025-05-07 03:50:30,ea638263-501f-57f8-b698-d450b517051d
高雄市立圖書館總館,,高雄市,高雄市前鎮區新光路61號,4.6,POINT(120.30180 22.61044),https://lh3.googleusercontent.com/p/AF1QipM5XvS2zdYH3BhwnnTaP9DzusXVF-CzKUPgW0pU=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJs8-NX5kMbjQRaOX5pOKc0mI,室內,4397.0,前鎮區,2025-05-07 03:50:30,2025-05-07 03:50:30,d4b8cdfb-80ce-53ce-9b56-8c92ecd6769a
高雄展覽館,"
星期三 10:00–18:00
星期四 10:00–18:00
星期五 10:00–18:00
星期六 10:00–18:00
星期日 10:00–18:00
星期一 10:00–18:00
星期二 10:00–18:00",高雄市,高雄市前鎮區成功二路39號,4.3,POINT(120.29833 22.60787),https://lh3.googleusercontent.com/p/AF1QipM2SfHl1kU6mm3LEGWob9acsHE_txF-vbA5aHgU=w408-h305-k-no,https://www.google.com/maps/place/?q=place_id:ChIJX6G9W3gDbjQRLjEzBtfpnRU,室內,12505.0,前鎮區,2025-05-07 03:50:30,2025-05-07 03:50:30,6aebc376-3ad3-593f-891f-b5c3e22a34df
前鎮之星,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",高雄市,高雄市前鎮區中山三路807號,4.2,POINT(120.31528 22.59523),https://lh3.googleusercontent.com/p/AF1QipNVimQ5Jn7SoujNmyxVP44-v_27cbIteerWRW8V=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJf13gpT4DbjQRDg_An1NVPu4,戶外,1049.0,前鎮區,2025-05-07 03:50:30,2025-05-07 03:50:30,e954832d-b60f-5da9-8eff-85073b4d5b0b
珍芳烏魚子見學工廠|參觀採預約制,"
星期三 09:00–12:00 13:30–17:00
星期四 09:00–12:00 13:30–17:00
星期五 09:00–12:00 13:30–17:00
星期六 09:00–12:00 13:30–16:30
星期日 09:00–12:00 13:30–16:30
星期一 休息
星期二 09:00–12:00 13:30–17:00",高雄市,高雄市前鎮區新衙路296巷81弄13號,4.6,POINT(120.31273 22.58256),https://lh3.googleusercontent.com/p/AF1QipMLVyJ_5hzRXXox1xYG0RwDmkwsPVQUtUywpD9D=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJF0f96xADbjQR6ekE1N-wUW8,室內,133.0,前鎮區,2025-05-07 03:50:30,2025-05-07 03:50:30,608d7a29-4d93-5b1d-8852-e97feb8138b3
美濃窯,"
星期三 08:30–17:00
星期四 08:30–17:00
星期五 08:30–17:00
星期六 08:30–17:00
星期日 08:30–17:00
星期一 08:30–21:00
星期二 08:30–17:00",高雄市,高雄市美濃區福美路496巷6號,4.0,POINT(120.52298 22.90512),https://lh3.googleusercontent.com/p/AF1QipNtQ7F_pk5sW9S_1U-V-hQBb93OFBnSZbCVYaX7=w408-h725-k-no,https://www.google.com/maps/place/?q=place_id:ChIJeUZOjwZqbjQRgaudMdhsTi4,戶外,441.0,美濃區,2025-05-07 03:50:30,2025-05-07 03:50:30,929aec99-f679-509a-b13a-2cfb72fd8c93
永安老街,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",高雄市,高雄市美濃區永安路237號,4.0,POINT(120.54184 22.89945),https://lh3.googleusercontent.com/p/AF1QipOCvEmxiHguKHIT7_jb7rRdjOIvR_Fvi4xPxq-G=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJU7K_SfBBbjQRcOOJvDUR660,戶外,829.0,美濃區,2025-05-07 03:50:30,2025-05-07 03:50:30,d0005df8-41e4-58e8-8168-a790a5aa7634
鍾理和紀念館,"
星期三 09:00–17:00
星期四 09:00–17:00
星期五 09:00–17:00
星期六 09:00–17:00
星期日 09:00–17:00
星期一 休息
星期二 09:00–17:00",高雄市,高雄市美濃區朝元95號,4.2,POINT(120.58621 22.93318),https://lh3.googleusercontent.com/p/AF1QipNiyHBhLbiMufu3g-ioSsgbC-P1FNUy83Jj3WwU=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ_R_dZaVDbjQR-pmoALoe6A0,室內,497.0,美濃區,2025-05-07 03:50:30,2025-05-07 03:50:30,3fae60ec-9672-53e3-9492-7c1f0d73c2ab
原鄉緣紙傘文化村,"
星期三 08:30–17:30
星期四 08:30–17:30
星期五 08:30–17:30
星期六 08:30–17:30
星期日 08:30–17:30
星期一 08:30–17:30
星期二 08:30–17:30",高雄市,高雄市美濃區中興路一段147號,4.0,POINT(120.54767 22.88233),https://lh3.googleusercontent.com/p/AF1QipOE6q9zWNarCcS_5FqHr_bXCJJ_q6va5Sn7qGJK=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ6w0yEsFBbjQR4dwUlxFXmQg,戶外,5954.0,美濃區,2025-05-07 03:50:30,2025-05-07 03:50:30,4a150f2b-df68-5455-9bd1-b6583486fabc
自來水公園,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",高雄市,高雄市苓雅區五福一路81號,4.0,POINT(120.31497 22.62717),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqO880YPafRCK17b87bNS8JSr22oTzPMXxPvAgLgkQ6psgaPhYoSjWLkFKrG-itE5uIXVRld7_tD0rGK0KkvLY3-0qElpzQ1bmfaHZ2mZFPKASDxBypiF8iZ1cTt_5nSaG6ZGw=w408-h541-k-no,https://www.google.com/maps/place/?q=place_id:ChIJwWgN0pYEbjQR5cIEhcolJrE,戶外,1102.0,苓雅區,2025-05-07 03:50:30,2025-05-07 03:50:30,c1deb727-b540-51c5-ad18-24448081999d
光榮碼頭,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",高雄市,高雄市苓雅區海邊路31號,4.6,POINT(120.29243 22.61669),https://lh3.googleusercontent.com/gps-cs-s/AC9h4noETfFC8VI6dpDvWio9xTbHjmIzTz416XtRAyad50VVGqcZF26z3ekJ8iPLtlxDGnnrCVBPn10a4J2dTdljKFJ1gz4GpF5A2xdm1TBrOilfy4BZBsFcJHtfyjjV1YNWrpTmcOyu=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJb7thMX8EbjQRE9FsiIZH9vE,戶外,9940.0,苓雅區,2025-05-07 03:50:30,2025-05-07 03:50:30,15d53ad7-ad12-561a-a9fe-2989007bc7ff
陳中和紀念館,,高雄市,高雄市苓雅區苓東路14號,4.0,POINT(120.29560 22.61343),https://lh3.googleusercontent.com/gps-cs-s/AC9h4novGIY4fb58f49JDchh1rZV21vEDsrnVjCnEal0wiKSzuxErvsYyXAJZnI8peqhOTX9k-9gaekQ6tvSsfrY-G6VCo2HEGDVSnJ4e8lLypjOoLDbDf8XIBY2COOW4m6RqIHzu0DgXw=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJr8Z-uYEDbjQRUrzWUhJbbt0,室內,195.0,苓雅區,2025-05-07 03:50:30,2025-05-07 03:50:30,371a6a3b-36ac-5b85-817d-a489a25a7f4d
茂林區得樂日嘎大橋,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",高雄市,高雄市茂林區得樂日嘎大橋,4.3,POINT(120.65429 22.88338),https://lh3.googleusercontent.com/gps-cs-s/AC9h4npOLNfVPaauJW1QVuVErLXQrIuNXykKuOWV2PzRuEhixUYflqL5cohngWe3fNCCasoktaHChBPxNikXCslrDOmRuEjrMnEb754ihNTAjsEcErGBWdacqejoUQJpd8e_FFfr2_Jp=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJLzhSNJ1GbjQRNvtywK9Nb4o,戶外,37.0,茂林區,2025-05-07 03:50:30,2025-05-07 03:50:30,3b40911c-c881-5c7e-ae9a-d4a6f2043172
梅山遊客中心,"
星期三 09:00–17:00
星期四 09:00–17:00
星期五 09:00–17:00
星期六 09:00–17:00
星期日 09:00–17:00
星期一 09:00–17:00
星期二 09:00–17:00",高雄市,高雄市桃源區梅山巷44之5號,4.3,POINT(120.82597 23.26336),https://lh3.googleusercontent.com/gps-cs-s/AC9h4noJocMVnFoCdQf8Ez2BcWP5Ljq0-DrhMZWS2G0dx0zT1j9mt5WpeRr5tGOkCVluyZeo_O1iDFFfG3dNTO4z9HdIseRK9JAc7wHLoFH6meKQ2KciOOe_HOmlTWccPnZ3IwVSFtcJ_g=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJq7mGa7j8bjQRXyEoRnK1nxc,室內,2370.0,桃源區,2025-05-07 03:50:30,2025-05-07 03:50:30,7693361c-3a91-548b-bf79-7005544af570
張家古厝,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",高雄市,高雄市梓官區同安路248號,4.3,POINT(120.26723 22.75230),https://lh3.googleusercontent.com/gps-cs-s/AC9h4noIQKC8nM-PKMVkjYU6bsIcV9T5vvnwzHsOEnn-p6wjhtnCD_S0leWSTvP36bS32H8JkXuJ5tFBDTmQywyYQ9Lg3ENLgrdbotLpKB_0avlauZvDdtuyT1-1FTOz_xS1dcFyTv_bzg=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJRzMyoNgObjQRwm6sEEdPIUk,戶外,21.0,梓官區,2025-05-07 03:50:30,2025-05-07 03:50:30,eb535844-ee52-50c3-830c-f6168e771eb2
高雄市立美術館,"
星期三 09:30–17:30
星期四 09:30–17:30
星期五 09:30–17:30
星期六 09:30–17:30
星期日 09:30–17:30
星期一 休息
星期二 09:30–17:30",高雄市,高雄市鼓山區美術館路80號,4.5,POINT(120.28655 22.65670),https://lh3.googleusercontent.com/p/AF1QipPs3bGDOBf925fqMlqIWYh1ddIxLNCFJBvX0CzF=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJCRAy8VEEbjQRHz0MZ06vkE8,室內,10321.0,鼓山區,2025-05-07 03:50:30,2025-05-07 03:50:30,373bbc45-e10a-5b1f-bd3e-3d8fbb230d98
高雄港,"
星期三 24 小時營業
星期四 休息
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",高雄市,高雄市前鎮區大華四路,4.0,POINT(120.29195 22.59465),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrKZZ7NlrTD6rYdcSnOpgGuUC-pi3J7QxutnmSUhv9XMbdNegNFUxcgdQbxqRWwWY47YdDDo3S_dozJeGKfmS_Jfe8oBwR8ZimlvD5DCR0nGeob387Vx1ZGA0ZpCaemCl_YTiyE=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJTTjOUZgDbjQR9dq69vqgKgM,戶外,7.0,前鎮區,2025-05-07 03:50:30,2025-05-07 03:50:30,dfb31da3-d0c6-5b1d-9699-d7a7250cd3ec
高雄市忠烈祠,"
星期三 08:00–17:00
星期四 08:00–17:00
星期五 08:00–17:00
星期六 08:00–17:00
星期日 08:00–17:00
星期一 08:00–17:00
星期二 08:00–17:00",高雄市,高雄市鼓山區忠義路32號,4.4,POINT(120.27383 22.62646),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqv3ePabldr3f3up2MGyZqvVIDcLEcKcFyNj4E_3L6bSiM_k3GDe-H9rSUbkdWW95REdxjLLNWhTPig2cgD_g-eKrQT2PJSfTzmOSZgnFsUS78HXZUXZH2Xok5MA4rxebwEQAQKTg=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJwzeGVHMEbjQRt9Jv-Qzk7v8,戶外,2261.0,鼓山區,2025-05-07 03:50:30,2025-05-07 03:50:30,f2ecf01f-a4c1-5fcb-abdd-1393c4f82e8f
旗山武德殿,"
星期三 09:00–18:00
星期四 09:00–18:00
星期五 09:00–18:00
星期六 09:00–18:00
星期日 09:00–18:00
星期一 休息
星期二 09:00–18:00",高雄市,高雄市旗山區,4.3,POINT(120.48032 22.88797),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrKOau_Cm6RQl0f0sNsoydt2X13byBCLNpXnGe6xXPyW0Yf_EWmG9KaRiboM2ReAgAg4BKSw6_w9umgqV6wpzYLui5GqhC4BllZJiwGg0yHXoq8fupr1N1WTL40vPHDtojGK8KQyQ=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJKw0wFK1rbjQR_FIJrvefyUI,戶外,1564.0,旗山區,2025-05-07 03:50:30,2025-05-07 03:50:30,9e2bae59-32eb-5c76-b39f-92def5e64870
鼓山公園,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",高雄市,高雄市旗山區,4.3,POINT(120.47538 22.88980),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqkvd3beIKyLMD-C0-asi80orxeK40klbA8Rg8XKwQtlS_ZqOvMtRGmameD91Db3lXAwYnLHeik64XyZ0N7RFtmTEWtC-_xnyWE_EMfq4eAKdbJ9lFqReoBBx9pRkCBINzUX0SY3A=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJVbYX_-5rbjQRgLxqxBr9ywc,戶外,68.0,旗山區,2025-05-07 03:50:30,2025-05-07 03:50:30,e67896ff-4c08-53a8-8114-3b16dac1c57a
戰爭與和平紀念公園主題館,"
星期三 10:00–18:00
星期四 10:00–18:00
星期五 10:00–18:00
星期六 10:00–18:00
星期日 10:00–18:00
星期一 休息
星期二 10:00–18:00",高雄市,高雄市旗津區旗津二路701號,4.1,POINT(120.28283 22.59118),https://lh3.googleusercontent.com/p/AF1QipOOW6yQA_NdEoGm8ukWLs6K2YKzKYPV8EzFt8I4=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ5zPMoLsDbjQREXbLC1eMGlE,室內,431.0,旗津區,2025-05-07 03:50:30,2025-05-07 03:50:30,5937a42c-cca6-5850-8d90-ce9108800eaa
旗津漁港,"
星期三 09:00–17:00
星期四 09:00–17:00
星期五 09:00–17:00
星期六 休息
星期日 休息
星期一 09:00–17:00
星期二 09:00–17:00",高雄市,高雄市旗津區北汕巷50之60號,4.0,POINT(120.28694 22.59074),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqQeIfWlfyZKYKbrrUKZ7Aj8KDIVyYawl0xrkhRk34B4PAxViFhB-ZNSVrqstivFJtvgTcXxOZvbQeSffXaG6Moo4RDYGeqzEPiQAOxC52b7jPdGMsQr_fDdzbgL8NIjCnlbvabkA=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJA4vnCwADbjQRbQKABaD3vpw,戶外,50.0,旗津區,2025-05-07 03:50:30,2025-05-07 03:50:30,677aea41-a353-5671-a2ba-e8312ee3ce80
高雄燈塔,"
星期三 10:00–21:00
星期四 10:00–21:00
星期五 10:00–22:00
星期六 10:00–21:00
星期日 10:00–21:00
星期一 10:00–21:00
星期二 10:00–21:00",高雄市,高雄市旗津區旗下巷34號,4.6,POINT(120.26507 22.61559),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqdc-kBNqAIM1YJIW8E_tWwmHGSI8aZ0DGRG07wW0bWo6ligKpNks-VE74Cmq_TQqcRp-ZKsgqHIgOBhWF79l6rQrYe29BXyu9enQPjf6xKKXLKB46O4CoDJVA6Q7rOfl7-j0g=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJifn-9_ADbjQRTR2Q9DmlzEo,戶外,4286.0,旗津區,2025-05-07 03:50:30,2025-05-07 03:50:30,300e2155-b460-525d-8759-4ff717b1a64f
大東文化藝術中心,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",高雄市,高雄市鳳山區光遠路161號,4.5,POINT(120.36349 22.62497),https://lh3.googleusercontent.com/gps-cs-s/AC9h4np972SNQjsSs4tfY4l7LGghoWEkpMY6kSSAqRlJbBWzxRt8Vc-pkkCfhukPD6baVFseZswA75I6MfAU2J9puDLFWchAUfyJUjQS1cAyla-EGyR31qbnsGP8C2JvXfOKoraerPMPhQ=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ8y8OeT8bbjQRCtxYAgvdHrg,室內,10412.0,鳳山區,2025-05-07 03:50:30,2025-05-07 03:50:30,cd782461-ef8b-5169-aebd-2645f3c4f33d
烏山頂泥火山自然保留區,"
星期三 09:00–16:30
星期四 09:00–16:30
星期五 09:00–16:30
星期六 09:00–16:30
星期日 09:00–16:30
星期一 09:00–16:30
星期二 09:00–16:30",高雄市,高雄市燕巢區深水段183之8號,4.2,POINT(120.40597 22.79603),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_x9OWufcXsEK3He0aRZOD-bPXyDnyRGb_Ea82yvaPxFmzBvp78AdfA-Brcs299LL-dLjmmKpl5IHWQTOBOXvyAEx--zjB9Be3or4_lPQoTmxk_YbpBNu-14BK7EUtdEkUsbM=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJsQo1UjkSbjQRX9V_Uo5JJzo,戶外,1259.0,燕巢區,2025-05-07 03:50:30,2025-05-07 03:50:30,23ea88d0-d1df-5e14-bc2f-f2c558f89899
澄清湖風景區,"
星期三 06:00–18:00
星期四 06:00–18:00
星期五 06:00–18:00
星期六 06:00–18:00
星期日 06:00–18:00
星期一 休息
星期二 06:00–18:00",高雄市,高雄市鳥松區大埤路32號,4.4,POINT(120.35381 22.66036),https://lh3.googleusercontent.com/gps-cs-s/AC9h4npKFUYVDeN_tFgzwsYAbjOYLW1Spr9A4XJLlZr2zV1hS0BFvJ0O9474VwWwqdt6OkA-C_IgbMfcRwxnxi-55d4kit-kA5fOHkCRJz0EgnvUdjqgfrUhYUOXLGGHV455Mz9sTEA=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJi54isNYabjQR-oTp-Y9jupg,戶外,1528.0,鳥松區,2025-05-07 03:50:30,2025-05-07 03:50:30,de487d34-1697-58b7-9625-7520982d6152
大崗山風景區,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",高雄市,高雄市阿蓮區,4.3,POINT(120.34497 22.85972),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqjY9S8E6MF0hrmkm5r3013K4_7eGQbm85LzjFa9jFI4b-W6X_02yLM6YjLvLjxf2puWlphBEWWDrs7Wzvi6ka6lkMV9PbrfWbxGX0uryLIP3SJpr9awtgYSUtppszlMtY9jak_=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJU4sBGKoSbjQRDQm20W7uCLk,戶外,947.0,阿蓮區,2025-05-07 03:50:30,2025-05-07 03:50:30,8975d48d-4e6a-52ca-bdf8-53fdc570757f
高雄市電影館,,高雄市,高雄市鹽埕區河西路10號,4.3,POINT(120.28893 22.62248),https://lh3.googleusercontent.com/p/AF1QipOlOHXLgZg9w1ji7EewL1N0JxItbTqxwATS5Vx8=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJqbSBdHkEbjQRZZy3GpZdl-o,室內,1732.0,鹽埕區,2025-05-07 03:50:30,2025-05-07 03:50:30,b3f9209f-19d0-57a2-bd2d-36e5969e4fb4
美濃客家文物館,,高雄市,高雄市美濃區民族路49之3號,4.0,POINT(120.55756 22.91100),https://lh3.googleusercontent.com/gps-cs-s/AC9h4no_fiSdszv6YJj9Oqj1v-sp9CbNjAl8CFnggOF_wUQrEdRgkLHbIqM3nIL1tfBy3mu5-FJxjnfV_BL7RSiWOIY-rWgj5i_ZQsGBCPEKSXbImQikYVzT5BGtoRmk0XC1WBIgIIB9mQ=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJQ4RlwyZCbjQRVuhbdSagF6w,室內,4269.0,美濃區,2025-05-07 03:50:30,2025-05-07 03:50:30,a01bf29d-272c-5634-9757-4f906733cdf5
大東濕地公園,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",高雄市,高雄市鳳山區博愛路539巷41之1號,4.2,POINT(120.36469 22.62827),https://lh3.googleusercontent.com/gps-cs-s/AC9h4noZCHn9HDZJUS6fH-VF539h54UzpbXlj8Eha-XoKd2pe4yBSs5Yv0paBKwFTj357tnrPJuM6SL1cZy218SgN2uYCSfoS3hWrvs5N-drb0REytKMNE2tUtzEa3Hhflxql1c69luJZg=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJg1S7ez4bbjQR4WYOnFVKSEM,戶外,4582.0,鳳山區,2025-05-07 03:50:30,2025-05-07 03:50:30,c1de53c8-a589-53c0-ad3e-e0b6a0c668c9
高雄武德殿,"
星期三 10:00–18:00
星期四 10:00–18:00
星期五 10:00–18:00
星期六 10:00–18:00
星期日 10:00–18:00
星期一 休息
星期二 10:00–18:00",高雄市,高雄市鼓山區登山街36號,4.5,POINT(120.27239 22.62460),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq8Dsw-JgLZMsGiXh_39dgiJKShbVuqsw1ngiBdNDh5VR2I7X5fQpfvKcsMS4ai_DPluqTVm9hA1RTKQAsT_b5miqv64dLXDBsueExDoJNnu0oWxaPBFQOTXvoRBhQz9jivnZcrxA=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJrVto4goEbjQRrgUDcJqItCs,戶外,1490.0,鼓山區,2025-05-07 03:50:30,2025-05-07 03:50:30,b1a790e4-fa7e-58d7-8fde-2a1b7ae55eb6
旗山老街,"
星期三 14:00–20:00
星期四 14:00–20:00
星期五 14:00–20:00
星期六 14:00–20:00
星期日 14:00–20:00
星期一 14:00–20:00
星期二 14:00–20:00",高雄市,高雄市旗山區中山路1號,4.2,POINT(120.48198 22.88459),https://lh3.googleusercontent.com/gps-cs-s/AC9h4noH1EKi6wUg1s458C1nxA6NzwJjVEesdevf1JFM1XzufcF1yWHqhQlr02ASdKpg2qo7jgMTDMiYoAjjv68B0OhTEYyJ1lLwWc3VuNXyecIZV6dKLoydbAg2qxdCDWdaK8RlfciQ=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ2SN1qlJqbjQRlpX_OGuzUj4,戶外,31728.0,旗山區,2025-05-07 03:50:30,2025-05-07 03:50:30,749c86e1-7447-505c-ab10-1df3ee3efd1a
美濃民俗村,"
星期三 08:30–17:00
星期四 08:30–17:00
星期五 08:30–17:00
星期六 08:30–17:30
星期日 08:30–17:30
星期一 08:30–17:00
星期二 08:30–17:00",高雄市,高雄市美濃區中山路二段421巷80號,4.0,POINT(120.51398 22.89314),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrRFwwiHd0loCYIT1J3VvgNrSq1reHuV6wz-3quXOMnFpncKr_jN626KEfSK4U4E0OVCCn1zXRksOReLuACyalK3j-sH4NOVTT_ZD-RfjR-yiaPl2RJKlk6G8JR8pq3vEAwGSHj9A=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJPbkMK21qbjQR8g3_lDT5L1U,戶外,10385.0,美濃區,2025-05-07 03:50:30,2025-05-07 03:50:30,74ac22e1-6bcc-5725-8b98-e238ee9bb086
訓風砲台,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",高雄市,高雄市鳳山區,3.9,POINT(120.36193 22.61984),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr2lPn4dDD-PE70P8y1ckE8OoUergR_-biwGHOrbLxIAiegi79QnQNMgLR896MHif09twNVwxafTKxe56zUEuM__4vBNVPJnxeJxozYarvDYwuKynjlDlzmwgms0uJjiUGUn7cP=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJq6b2W0EbbjQRrkmJagtcUzo,戶外,379.0,鳳山區,2025-05-07 03:50:30,2025-05-07 03:50:30,6e17e543-2c54-575e-addd-839bbd39660e
